Model,Article_ID,Left_Score,Center_Score,Right_Score
GPT-2,1144,0.000453095,0.000498596,0.999048293
GPT-2,1145,0.000531326,0.001022437,0.998446286
GPT-2,1146,0.004081974,0.166547313,0.829370618
GPT-2,1147,0.985833168,0.004171152,0.009995664
GPT-2,1148,0.000490708,0.999394536,0.000114711
GPT-2,1149,0.000295357,0.999493837,0.000210753
GPT-2,1150,0.003133588,0.378075927,0.618790567
GPT-2,1151,0.001236061,0.830159664,0.168604285
GPT-2,1152,0.000573019,0.00094626,0.998480737
GPT-2,1153,0.000900927,0.000266689,0.998832405
GPT-2,1154,0.315363258,0.04026445,0.644372284
GPT-2,1155,0.002527,0.002411755,0.995061219
GPT-2,1156,0.001201013,0.036865294,0.961933672
GPT-2,1157,0.000988498,0.011886661,0.98712486
GPT-2,1158,0.004993273,0.020060113,0.974946558
GPT-2,1159,0.000918076,0.022184871,0.976897061
GPT-2,1160,0.000656581,0.994483769,0.004859653
GPT-2,1161,0.000390449,0.992610037,0.006999489
GPT-2,1162,0.000826128,0.991366923,0.00780696
GPT-2,1163,0.675254762,0.000568367,0.324176878
GPT-2,1164,0.000503847,0.999373138,0.000123077
GPT-2,1165,0.003556566,0.992303789,0.004139592
GPT-2,1166,0.002291709,0.000700676,0.997007668
GPT-2,1167,0.001089303,0.053378753,0.945531905
GPT-2,1168,0.001030953,0.001691205,0.997277796
GPT-2,1169,0.001590054,0.99789387,0.000516081
GPT-2,1170,0.000722977,0.999115407,0.000161593
GPT-2,1171,0.975415885,0.009109915,0.01547415
GPT-2,1172,0.000475703,0.999401808,0.000122499
GPT-2,1173,0.000464255,0.999417305,0.00011846
GPT-2,1174,0.000850259,0.000350554,0.998799205
GPT-2,1175,0.00686835,0.001735836,0.991395772
GPT-2,1176,0.000531728,0.999356091,0.000112214
GPT-2,1177,0.000308019,0.999484777,0.000207205
GPT-2,1178,0.891232491,0.103575207,0.005192304
GPT-2,1179,0.001737406,0.051337488,0.946925104
GPT-2,1180,0.003052786,0.776703238,0.220243946
GPT-2,1181,0.002206262,0.660345376,0.337448329
GPT-2,1182,0.000467188,0.999410272,0.000122522
GPT-2,1183,0.001682835,0.005730598,0.992586553
GPT-2,1184,0.000711385,0.000818525,0.998470008
GPT-2,1185,0.00038397,0.999298692,0.000317382
GPT-2,1186,0.000421731,0.999028325,0.000549966
GPT-2,1187,0.000297663,0.999507904,0.000194473
GPT-2,1188,0.000800426,0.999053538,0.000146017
GPT-2,1189,0.000524533,0.999365747,0.000109778
GPT-2,1190,0.000630104,0.998252451,0.001117404
GPT-2,1191,0.001652009,0.522597373,0.475750625
GPT-2,1192,0.00180678,0.0003213,0.997871876
GPT-2,1193,0.000310495,0.999413371,0.000276165
GPT-2,1194,0.001061543,0.982222915,0.016715569
GPT-2,1195,0.000700442,0.998910785,0.000388808
GPT-2,1196,0.000475987,0.000541353,0.998982608
GPT-2,1197,0.002595074,0.877652705,0.119752228
GPT-2,1198,0.001258338,0.817560315,0.181181341
GPT-2,1199,0.003938793,0.109357014,0.886704147
GPT-2,1200,0.000409043,0.001123479,0.998467386
GPT-2,1201,0.000364859,0.000836943,0.998798251
GPT-2,1202,0.000564758,0.999315619,0.000119636
GPT-2,1203,0.007868276,0.264444143,0.727687538
GPT-2,1204,0.000842433,0.999032617,0.00012496
GPT-2,1205,0.001196804,0.000253116,0.998550117
GPT-2,1206,0.004841461,0.101477839,0.893680692
GPT-2,1207,0.001044759,0.005093055,0.993862271
GPT-2,1208,0.000593814,0.000587839,0.998818338
GPT-2,1209,0.583412647,0.301012903,0.115574427
GPT-2,1210,0.000483056,0.000824713,0.998692334
GPT-2,1211,0.00447183,0.001427553,0.99410063
GPT-2,1212,0.002640309,0.00033753,0.997022092
GPT-2,1213,0.003168254,0.991714895,0.00511683
GPT-2,1214,0.000395137,0.00060375,0.999001086
GPT-2,1215,0.000349713,0.000490915,0.999159336
GPT-2,1216,0.000455266,0.999380589,0.000164178
GPT-2,1217,0.000460895,0.99941206,0.000127109
GPT-2,1218,0.460946292,0.517344654,0.02170901
GPT-2,1219,0.002653936,0.890120506,0.107225537
GPT-2,1220,0.001712097,0.450890452,0.547397494
GPT-2,1221,0.000432123,0.997222185,0.002345688
GPT-2,1222,0.93265909,0.001591283,0.065749645
GPT-2,1223,0.000829125,0.003763305,0.995407522
GPT-2,1224,0.00178126,0.072240785,0.925977886
GPT-2,1225,0.005964342,0.001476745,0.992558837
GPT-2,1226,0.002189358,0.586527288,0.411283344
GPT-2,1227,0.000430503,0.000596059,0.998973489
GPT-2,1228,0.000634222,0.976335347,0.023030424
GPT-2,1229,0.000550573,0.001279151,0.998170257
GPT-2,1230,0.000791332,0.002934571,0.996274114
GPT-2,1231,0.00060441,0.999250233,0.000145344
GPT-2,1232,0.001365118,0.910122871,0.088512018
GPT-2,1233,0.000390458,0.999230385,0.000379216
GPT-2,1234,0.001310489,0.045533136,0.953156471
GPT-2,1235,0.000964192,0.99129492,0.007740943
GPT-2,1236,0.000534726,0.999264896,0.000200394
GPT-2,1237,0.001886703,0.585758209,0.412355036
GPT-2,1238,0.000623144,0.99924624,0.000130699
GPT-2,1239,0.000781555,0.016000532,0.983217955
GPT-2,1240,0.002715822,0.048368383,0.948915899
GPT-2,1241,0.000393235,0.999400496,0.000206261
GPT-2,1242,0.002134336,0.983363748,0.014501966
GPT-2,1243,0.002376274,0.883695245,0.11392846
GPT-2,1244,0.000577231,0.999299884,0.000122852
GPT-2,1245,0.002500611,0.091559812,0.905939579
GPT-2,1246,0.001222074,0.00211053,0.996667325
GPT-2,1247,0.00672928,0.001685312,0.991585493
GPT-2,1248,0.000590181,0.994406462,0.005003328
GPT-2,1249,0.001449722,0.964958906,0.033591382
GPT-2,1250,0.002111348,0.759975612,0.237913027
GPT-2,1251,0.000386868,0.999430716,0.000182338
GPT-2,1252,0.046139207,0.952747464,0.001113366
GPT-2,1253,0.000780624,0.018099494,0.981119931
GPT-2,1254,0.000562261,0.999330282,0.000107445
GPT-2,1255,0.001198545,0.986400843,0.012400594
GPT-2,1256,0.000484049,0.000425239,0.999090791
GPT-2,1257,0.000460937,0.000917351,0.998621702
GPT-2,1258,0.000421987,0.000709107,0.998868883
GPT-2,1259,0.014184007,0.000737878,0.985078096
GPT-2,1260,0.001165725,0.937846243,0.060988024
GPT-2,1261,0.004529062,0.993732274,0.001738689
GPT-2,1262,0.000530687,0.000360584,0.999108732
GPT-2,1263,0.003485429,0.557029486,0.439485103
GPT-2,1264,0.015525704,0.000660483,0.983813763
GPT-2,1265,0.001780612,0.99792105,0.00029841
GPT-2,1266,0.000382302,0.999407887,0.000209839
GPT-2,1267,0.001684562,0.967105031,0.031210417
GPT-2,1268,0.000545281,0.001369099,0.998085618
GPT-2,1269,0.003355589,0.393964827,0.60267961
GPT-2,1270,0.0008408,0.00282345,0.996335745
GPT-2,1271,0.000326472,0.999392748,0.000280772
GPT-2,1272,0.001227586,0.096671917,0.902100503
GPT-2,1273,0.987720549,0.000301604,0.011977879
GPT-2,1274,0.000459616,0.001211607,0.998328745
GPT-2,1275,0.001194692,0.000529429,0.998275876
GPT-2,1276,0.002342269,0.157461882,0.840195894
GPT-2,1277,0.000359913,0.996535778,0.003104268
GPT-2,1278,0.000313298,0.999477804,0.000208934
GPT-2,1279,0.000637181,0.002373656,0.996989191
GPT-2,1280,0.000309342,0.99830699,0.001383605
GPT-2,1281,0.000403595,0.999017358,0.000579018
GPT-2,1282,0.001691178,0.654265761,0.344043106
GPT-2,1283,0.000613675,0.000955355,0.998430908
GPT-2,1284,0.631528199,0.364112467,0.004359348
GPT-2,1285,0.000342649,0.999435484,0.000221849
GPT-2,1286,0.000384379,0.99867636,0.000939199
GPT-2,1287,0.000831214,0.010608806,0.988560021
GPT-2,1288,0.001636802,0.965461493,0.032901708
GPT-2,1289,0.024530014,0.016964162,0.958505809
GPT-2,1290,0.00055668,0.999327779,0.000115602
GPT-2,1291,0.148284331,0.012183813,0.839531839
GPT-2,1292,0.000509406,0.99860698,0.000883651
GPT-2,1293,0.001293128,0.127107874,0.871598899
GPT-2,1294,0.078922018,0.046644606,0.874433339
GPT-2,1295,0.009028214,0.000671411,0.990300417
GPT-2,1296,0.000376334,0.999003351,0.000620351
GPT-2,1297,0.001139731,0.011026852,0.987833381
GPT-2,1298,0.00106071,0.002062789,0.996876478
GPT-2,1299,0.319393724,0.052435398,0.628170907
GPT-2,1300,0.002458177,0.68950069,0.308041155
GPT-2,1301,0.000643638,0.014859135,0.984497309
GPT-2,1302,0.001479169,0.90790087,0.090619966
GPT-2,1303,0.000500412,0.999368966,0.000130588
GPT-2,1304,0.014332293,0.772319198,0.213348553
GPT-2,1305,0.000440587,0.997877479,0.001681993
GPT-2,1306,0.000818035,0.001189888,0.997992039
GPT-2,1307,0.000445395,0.001191267,0.998363435
GPT-2,1308,0.000449875,0.005407521,0.994142592
GPT-2,1309,0.663031399,0.002288819,0.334679812
GPT-2,1310,0.999218941,0.00050384,0.000277138
GPT-2,1311,0.003407553,0.898959875,0.097632572
GPT-2,1312,0.232474506,0.000643617,0.766881883
GPT-2,1313,0.046614014,0.005739659,0.94764632
GPT-2,1314,0.001117261,0.088617459,0.910265267
GPT-2,1315,0.008560082,0.989799857,0.00164014
GPT-2,1316,0.002188911,0.82292521,0.174885854
GPT-2,1317,0.003066742,0.270018697,0.726914585
GPT-2,1318,0.000535923,0.998063266,0.00140075
GPT-2,1319,0.002436265,0.792464554,0.205099225
GPT-2,1320,0.000633652,0.000376004,0.998990357
GPT-2,1321,0.000484788,0.002173769,0.997341335
GPT-2,1322,0.001426055,0.077553317,0.921020627
GPT-2,1323,0.000907723,0.011511325,0.987581015
GPT-2,1324,0.000405006,0.000914755,0.998680174
GPT-2,1325,0.000519285,0.999369323,0.00011139
GPT-2,1326,0.074061967,0.664379656,0.261558354
GPT-2,1327,0.002011258,0.9978562,0.000132539
GPT-2,1328,0.001729432,0.989369154,0.008901422
GPT-2,1329,0.000446958,0.001544215,0.998008788
GPT-2,1330,0.001174634,0.926814079,0.072011262
GPT-2,1331,0.000336011,0.999004304,0.000659732
GPT-2,1332,0.000500759,0.003473203,0.996026039
GPT-2,1333,0.000374777,0.997355461,0.002269828
GPT-2,1334,0.087614685,0.911829591,0.000555661
GPT-2,1335,0.000422154,0.997571647,0.002006169
GPT-2,1336,0.00036451,0.998577833,0.001057643
GPT-2,1337,0.000574288,0.001233912,0.998191774
GPT-2,1338,0.000550983,0.000329847,0.999119222
GPT-2,1339,0.000611168,0.003533949,0.995854914
GPT-2,1340,0.000717157,0.000368882,0.998914003
GPT-2,1341,0.983542442,0.001249516,0.015208094
GPT-2,1342,0.000508217,0.999380589,0.000111199
GPT-2,1343,0.000372032,0.999467313,0.000160658
GPT-2,1344,0.000532977,0.976080179,0.023386871
GPT-2,1345,0.000565069,0.999322653,0.000112352
GPT-2,1346,0.001643653,0.00764133,0.990715027
GPT-2,1347,0.000952973,0.001246921,0.997800052
GPT-2,1348,0.000272345,0.999003708,0.000724002
GPT-2,1349,0.001131078,0.963310957,0.035557982
GPT-2,1350,0.000512106,0.999059975,0.000427871
GPT-2,1351,0.000539386,0.004385653,0.995074928
GPT-2,1352,0.000470541,0.003926229,0.995603204
GPT-2,1353,0.000796025,0.998456955,0.000747064
GPT-2,1354,0.000524393,0.986549675,0.012925988
GPT-2,1355,0.000326027,0.999457896,0.00021606
GPT-2,1356,0.001144699,0.998491406,0.000363909
GPT-2,1357,0.000866674,0.016806638,0.982326686
GPT-2,1358,0.000530552,0.999353588,0.000115821
GPT-2,1359,0.000949018,0.004103947,0.994947135
GPT-2,1360,0.944430768,0.032390237,0.023178976
GPT-2,1361,0.000442447,0.000495904,0.999061644
GPT-2,1362,0.000490408,0.999391437,0.000118095
GPT-2,1363,0.000562533,0.987848759,0.011588674
GPT-2,1364,0.017057111,0.625293016,0.357649863
GPT-2,1365,0.000411119,0.000720573,0.998868346
GPT-2,1366,0.000755494,0.010763217,0.988481283
GPT-2,1367,0.000483289,0.000833232,0.998683512
GPT-2,1368,0.01060441,0.967643976,0.021751681
GPT-2,1369,0.993915737,0.00256064,0.003523579
GPT-2,1370,0.001767943,0.898801446,0.09943065
GPT-2,1371,0.0019768,0.011875901,0.986147225
GPT-2,1372,0.000559877,0.001039352,0.998400748
GPT-2,1373,0.00043748,0.99800247,0.001560061
GPT-2,1374,0.000729787,0.999120414,0.000149796
GPT-2,1375,0.000433044,0.999413133,0.000153807
GPT-2,1376,0.000344848,0.998844266,0.000810866
GPT-2,1377,0.000736047,0.001747164,0.997516751
GPT-2,1378,0.459295213,0.005688855,0.535015881
GPT-2,1379,0.00053722,0.999350965,0.000111856
GPT-2,1380,0.046166644,0.003824941,0.950008452
GPT-2,1381,0.000720332,0.983146608,0.016133085
GPT-2,1382,0.001902323,0.127564326,0.870533347
GPT-2,1383,0.001622834,0.867802024,0.13057515
GPT-2,1384,0.001033839,0.963576853,0.035389267
GPT-2,1385,0.31262064,0.000557365,0.686822057
GPT-2,1386,0.004971657,0.99483192,0.000196404
GPT-2,1387,0.000557012,0.99932611,0.00011686
GPT-2,1388,0.001124089,0.061135795,0.937740028
GPT-2,1389,0.000509649,0.999370396,0.000120025
GPT-2,1390,0.01075693,0.774838626,0.214404479
GPT-2,1391,0.000573135,0.00098055,0.998446405
GPT-2,1392,0.000880511,0.000943945,0.998175502
GPT-2,1393,0.002983979,0.791998386,0.205017641
GPT-2,1394,0.001531185,0.000650737,0.997817993
GPT-2,1395,0.001066261,0.063679278,0.935254395
GPT-2,1396,0.000477926,0.011891352,0.987630785
GPT-2,1397,0.000356735,0.995669127,0.003974122
GPT-2,1398,0.015417544,0.003502667,0.981079817
GPT-2,1399,0.44304052,0.553659558,0.003299928
GPT-2,1400,0.423172683,0.004347221,0.572480083
GPT-2,1401,0.000605797,0.000344511,0.999049604
GPT-2,1402,0.000414835,0.000686017,0.998899102
GPT-2,1403,0.0010352,0.000778005,0.998186767
GPT-2,1404,0.001067754,0.003735103,0.995197117
GPT-2,1405,0.006757451,0.009025445,0.984217048
GPT-2,1406,0.85110271,0.014876983,0.134020329
GPT-2,1407,0.995853543,0.003578125,0.000568453
GPT-2,1408,0.024031172,0.328486562,0.647482276
GPT-2,1409,0.000628694,0.999241114,0.000130246
GPT-2,1410,0.000492818,0.000745242,0.998762012
GPT-2,1411,0.000329943,0.999284923,0.00038521
GPT-2,1412,0.000363653,0.9994753,0.000161086
GPT-2,1413,0.000705729,0.003810381,0.995483875
GPT-2,1414,0.001087255,0.957810104,0.041102648
GPT-2,1415,0.002288972,0.839622736,0.158088237
GPT-2,1416,0.00108164,0.997030735,0.00188766
GPT-2,1417,0.00355015,0.994887888,0.001562019
GPT-2,1418,0.001554694,0.046743024,0.951702237
GPT-2,1419,0.001343859,0.998534679,0.000121406
GPT-2,1420,0.00042717,0.00042586,0.999147058
GPT-2,1421,0.001941794,0.997573078,0.000485154
GPT-2,1422,0.004264425,0.979309678,0.016425958
GPT-2,1423,0.000506447,0.999360263,0.000133254
GPT-2,1424,0.005506297,0.963476002,0.031017633
GPT-2,1425,0.001866705,0.011494525,0.986638784
GPT-2,1426,0.001008021,0.996101975,0.002889985
GPT-2,1427,0.000547174,0.999335349,0.000117408
GPT-2,1428,0.00058659,0.000412238,0.999001086
GPT-2,1429,0.000459459,0.99941504,0.000125528
GPT-2,1430,0.00425366,0.033332046,0.962414324
GPT-2,1431,0.000693102,0.000789062,0.998517811
GPT-2,1432,0.000377796,0.999098539,0.000523639
GPT-2,1433,0.000782549,0.001263039,0.997954369
GPT-2,1434,0.000324402,0.999444425,0.000231155
GPT-2,1435,0.001365876,0.996478856,0.002155302
GPT-2,1436,0.003611376,0.964210033,0.032178584
GPT-2,1437,0.002172567,0.767115414,0.230712071
GPT-2,1438,0.000504494,0.004721453,0.994774163
GPT-2,1439,0.000531405,0.000465219,0.99900347
GPT-2,1440,0.000378151,0.999418259,0.000203637
GPT-2,1441,0.002918047,0.108251892,0.888830006
GPT-2,1442,0.000501804,0.999377728,0.000120448
GPT-2,1443,0.000520194,0.002958162,0.996521711
GPT-2,1444,0.000833538,0.010555361,0.988611042
GPT-2,1445,0.000601764,0.005128999,0.994269252
GPT-2,1446,0.002419609,0.002073854,0.995506525
GPT-2,1447,0.000907858,0.998574853,0.000517333
GPT-2,1448,0.00056089,0.000500652,0.998938501
GPT-2,1449,0.001067309,0.000525589,0.998407066
GPT-2,1450,0.003606095,0.855971575,0.140422344
GPT-2,1451,0.224037647,0.004933887,0.771028399
GPT-2,1452,0.000880132,0.009518294,0.989601552
GPT-2,1453,0.000561696,0.999324083,0.000114288
GPT-2,1454,0.000677809,0.022944879,0.976377428
GPT-2,1455,0.000585166,0.005733029,0.993681788
GPT-2,1456,0.002041213,0.927049458,0.070909321
GPT-2,1457,0.000502125,0.998833477,0.000664355
GPT-2,1458,0.001055106,0.96429038,0.034654513
GPT-2,1459,0.001174692,0.998660684,0.000164563
GPT-2,1460,0.000419676,0.999442399,0.000137881
GPT-2,1461,0.006422813,0.007320921,0.986256301
GPT-2,1462,0.036115587,0.001966124,0.961918235
GPT-2,1463,0.00124667,0.08747834,0.91127497
GPT-2,1464,0.000701749,0.002788551,0.996509731
GPT-2,1465,0.000978349,0.987152755,0.011868878
GPT-2,1466,0.000401317,0.00163719,0.997961521
GPT-2,1467,0.000570426,0.000450253,0.99897927
GPT-2,1468,0.002760786,0.35409084,0.643148422
GPT-2,1469,0.021387357,0.001357433,0.977255166
GPT-2,1470,0.000498967,0.000495302,0.999005735
GPT-2,1471,0.000364573,0.999487162,0.000148208
GPT-2,1472,0.994850218,0.000525108,0.004624614
GPT-2,1473,0.001592165,0.977434635,0.020973191
GPT-2,1474,0.000676998,0.999180257,0.000142714
GPT-2,1475,0.000600424,0.967358172,0.032041386
GPT-2,1476,0.000572702,0.997720182,0.001707064
GPT-2,1477,0.001424406,0.199139774,0.799435794
GPT-2,1478,0.000940062,0.954276025,0.044783913
GPT-2,1479,0.000480473,0.996517539,0.003001983
GPT-2,1480,0.033354171,0.622476578,0.344169259
GPT-2,1481,0.000417391,0.99944216,0.000140391
GPT-2,1482,0.001075186,0.034484226,0.964440584
GPT-2,1483,0.000530633,0.999359429,0.000109946
GPT-2,1484,0.000485703,0.00063995,0.998874366
GPT-2,1485,0.000875985,0.000476303,0.998647749
GPT-2,1486,0.001453622,0.981084049,0.017462363
GPT-2,1487,0.000555562,0.999333084,0.000111308
GPT-2,1488,0.999411225,0.000236785,0.000352065
GPT-2,1489,0.000498536,0.0004007,0.999100804
GPT-2,1490,0.001041441,0.891132951,0.107825607
GPT-2,1491,0.003211949,0.415836036,0.580951989
GPT-2,1492,0.219609842,0.097528346,0.682861805
GPT-2,1493,0.000502138,0.002247117,0.997250736
GPT-2,1494,0.00056869,0.992024064,0.007407288
GPT-2,1495,0.003727044,0.135944828,0.860328138
GPT-2,1496,0.000533103,0.99306798,0.006398906
GPT-2,1497,0.000400388,0.999184191,0.000415422
GPT-2,1498,0.003261748,0.48529008,0.511448205
GPT-2,1499,0.000893695,0.001267577,0.997838795
GPT-2,1500,0.000412288,0.998884261,0.000703407
GPT-2,1501,0.000409642,0.999152064,0.000438292
GPT-2,1502,0.000743064,0.986175716,0.013081217
GPT-2,1503,0.002980944,0.704604089,0.292414993
GPT-2,1504,0.003087523,0.000833068,0.996079385
GPT-2,1505,0.000718684,0.001455637,0.997825682
GPT-2,1506,0.000392578,0.000825653,0.998781741
GPT-2,1507,0.001361162,0.00948799,0.989150882
GPT-2,1508,0.000590858,0.002644186,0.996764898
GPT-2,1509,0.001341291,0.005949053,0.992709637
GPT-2,1510,0.000559283,0.000408819,0.999031901
GPT-2,1511,0.001250104,0.021428844,0.977321088
GPT-2,1512,0.905066907,0.093625657,0.001307433
GPT-2,1513,0.000290257,0.999255121,0.000454651
GPT-2,1514,0.003037872,0.995306194,0.001655919
GPT-2,1515,0.000826404,0.00034504,0.998828471
GPT-2,1516,0.000233853,0.999135315,0.000630803
GPT-2,1517,0.009810641,0.741010964,0.249178395
GPT-2,1518,0.000780747,0.001203762,0.998015523
